Año,Trimestre,Indicador,Categoria,Estado,Valor,Agregacion
2012,2,i25,a,0,0,N
2012,2,i25,a,10,0,E
2012,2,i25,a,1,0,E
2012,2,i25,a,11,0,E
2012,2,i25,a,12,0,E
2012,2,i25,a,13,0,E
2012,2,i25,a,14,0,E
2012,2,i25,a,15,0,E
2012,2,i25,a,16,0,E
2012,2,i25,a,17,0,E
2012,2,i25,a,18,0,E
2012,2,i25,a,19,0,E
2012,2,i25,a,20,0,E
2012,2,i25,a,2,0,E
2012,2,i25,a,21,0,E
2012,2,i25,a,22,0,E
2012,2,i25,a,23,0,E
2012,2,i25,a,24,0,E
2012,2,i25,a,25,0,E
2012,2,i25,a,26,0,E
2012,2,i25,a,27,0,E
2012,2,i25,a,28,0,E
2012,2,i25,a,29,0,E
2012,2,i25,a,30,0,E
2012,2,i25,a,3,0,E
2012,2,i25,a,31,0,E
2012,2,i25,a,32,0,E
2012,2,i25,a,4,0,E
2012,2,i25,a,5,0,E
2012,2,i25,a,6,0,E
2012,2,i25,a,7,0,E
2012,2,i25,a,8,0,E
2012,2,i25,a,9,0,E
2012,2,i25,b,0,0,N
2012,2,i25,b,10,0,E
2012,2,i25,b,1,0,E
2012,2,i25,b,12,0,E
2012,2,i25,b,13,0,E
2012,2,i25,b,14,0,E
2012,2,i25,b,15,0,E
2012,2,i25,b,16,0,E
2012,2,i25,b,17,0,E
2012,2,i25,b,19,0,E
2012,2,i25,b,20,0,E
2012,2,i25,b,2,0,E
2012,2,i25,b,21,0,E
2012,2,i25,b,22,0,E
2012,2,i25,b,23,0,E
2012,2,i25,b,24,0,E
2012,2,i25,b,25,0,E
2012,2,i25,b,26,0,E
2012,2,i25,b,29,0,E
2012,2,i25,b,30,0,E
2012,2,i25,b,3,0,E
2012,2,i25,b,31,0,E
2012,2,i25,b,32,0,E
2012,2,i25,b,5,0,E
2012,2,i25,b,6,0,E
2012,2,i25,b,8,0,E
2012,2,i25,c,0,0,N
2012,2,i25,c,10,0,E
2012,2,i25,c,1,0,E
2012,2,i25,c,11,0,E
2012,2,i25,c,12,0,E
2012,2,i25,c,13,0,E
2012,2,i25,c,14,0,E
2012,2,i25,c,15,0,E
2012,2,i25,c,16,0,E
2012,2,i25,c,17,0,E
2012,2,i25,c,18,0,E
2012,2,i25,c,19,0,E
2012,2,i25,c,20,0,E
2012,2,i25,c,2,0,E
2012,2,i25,c,21,0,E
2012,2,i25,c,22,0,E
2012,2,i25,c,23,0,E
2012,2,i25,c,24,0,E
2012,2,i25,c,25,0,E
2012,2,i25,c,27,0,E
2012,2,i25,c,28,0,E
2012,2,i25,c,29,0,E
2012,2,i25,c,30,0,E
2012,2,i25,c,3,0,E
2012,2,i25,c,31,0,E
2012,2,i25,c,32,0,E
2012,2,i25,c,4,0,E
2012,2,i25,c,5,0,E
2012,2,i25,c,6,0,E
2012,2,i25,c,7,0,E
2012,2,i25,c,9,0,E
2012,2,i25,d,0,0,N
2012,2,i25,d,10,0,E
2012,2,i25,d,1,0,E
2012,2,i25,d,11,0,E
2012,2,i25,d,12,0,E
2012,2,i25,d,13,0,E
2012,2,i25,d,14,0,E
2012,2,i25,d,15,0,E
2012,2,i25,d,16,0,E
2012,2,i25,d,17,0,E
2012,2,i25,d,18,0,E
2012,2,i25,d,19,0,E
2012,2,i25,d,20,0,E
2012,2,i25,d,2,0,E
2012,2,i25,d,21,0,E
2012,2,i25,d,22,0,E
2012,2,i25,d,23,0,E
2012,2,i25,d,24,0,E
2012,2,i25,d,25,0,E
